"","UniProt_ID","Function"
"735","P20160","Acting alone, it does not have antimicrobial activity against the Gram-negative bacteria A.actinomycetemcomitans ATCC 29532, A.actinomycetemcomitans NCTC 9709, A.actinomycetemcomitans FDC-Y4, H.aphrophilus ATCC 13252, E.corrodens ATCC 23834, C.sputigena ATCC 33123, Capnocytophaga sp ATCC 33124, Capnocytophaga sp ATCC 27872 or E.coli ML-35"
"736","P20160","Has antibacterial activity against C.sputigena ATCC 33123 when acting synergistically with either elastase or cathepsin G"
"737","P20333","Receptor with high affinity for TNFSF2/TNF-alpha and approximately 5-fold lower affinity for homotrimeric TNFSF1/lymphotoxin-alpha"
"738","P20333","The TRAF1/TRAF2 complex recruits the apoptotic suppressors BIRC2 and BIRC3 to TNFRSF1B/TNFR2"
"739","P20333","This receptor mediates most of the metabolic effects of TNF-alpha"
"740","P20333","Isoform 2 blocks TNF-alpha-induced apoptosis, which suggests that it regulates TNF-alpha function by antagonizing its biological activity"
"741","P20718","Cytotoxic chymotrypsin-like serine protease with preference for bulky and aromatic residues at the P1 position and acidic residues at the P3' and P4' sites"
"742","P20718","Probably necessary for target cell lysis in cell-mediated immune responses"
"743","P20718","Participates in the antiviral response via direct cleavage of several proteins essential for viral replication"
"744","P20783","Seems to promote the survival of visceral and proprioceptive sensory neurons."
"745","P21246","Secreted growth factor that mediates its signal through cell-surface proteoglycan and non-proteoglycan receptors "
"746","P21246","Binds cell-surface proteoglycan receptor via their chondroitin sulfate (CS) groups "
"747","P21246","Thereby regulates many processes like cell proliferation, cell survival, cell growth, cell differentiation and cell migration in several tissues namely neuron and bone "
"748","P21246","Also plays a role in synaptic plasticity and learning-related behavior by inhibiting long-term synaptic potentiation (By similarity)"
"749","P21246","Binds PTPRZ1, leading to neutralization of the negative charges of the CS chains of PTPRZ1, inducing PTPRZ1 clustering, thereby causing the dimerization and inactivation of its phosphatase activity leading to increased tyrosine phosphorylation of each of the PTPRZ1 substrates like ALK, CTNNB1 or AFAP1L2 in order to activate the PI3K-AKT pathway "
"750","P21246","Through PTPRZ1 binding controls oligodendrocyte precursor cell differentiation by enhancing the phosphorylation of AFAP1L2 in order to activate the PI3K-AKT pathway "
"751","P21246","Forms a complex with PTPRZ1 and integrin alpha-V/beta-3 (ITGAV:ITGB3) that stimulates endothelial cell migration through SRC dephosphorylation and activation that consequently leads to ITGB3 'Tyr-773' phosphorylation "
"752","P21246","In adult hippocampus promotes dendritic arborization, spine development, and functional integration and connectivity of newborn granule neurons through ALK by activating AKT signaling pathway (By similarity)"
"753","P21246","Binds GPC2 and chondroitin sulfate proteoglycans (CSPGs) at the neuron surface, leading to abrogation of binding between PTPRS and CSPGs and neurite outgrowth promotion (By similarity)"
"754","P21246","Binds SDC3 and mediates bone formation by recruiting and attaching osteoblasts/osteoblast precursors to the sites for new bone deposition (By similarity)"
"755","P21246","Binds ALK and promotes cell survival and cell proliferation through MAPK pathway activation "
"756","P21246","Inhibits proliferation and enhances differentiation of neural stem cells by inhibiting FGF2-induced fibroblast growth factor receptor signaling pathway (By similarity)"
"757","P21246","Mediates regulatory mechanisms in normal hemostasis and in hematopoietic regeneration and in maintaining the balance of myeloid and lymphoid regeneration (By similarity)"
"758","P21246","In addition may play a role in the female reproductive system, auditory response and the progesterone-induced decidualization pathway (By similarity)"
"759","P21583","Ligand for the receptor-type protein-tyrosine kinase KIT"
"760","P21583","Plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis"
"761","P21583","KITLG/SCF binding can activate several signaling pathways"
"762","P21583","Promotes phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, and subsequent activation of the kinase AKT1"
"763","P21583","KITLG/SCF and KIT also transmit signals via GRB2 and activation of RAS, RAF1 and the MAP kinases MAPK1/ERK2 and/or MAPK3/ERK1"
"764","P21583","KITLG/SCF and KIT promote activation of STAT family members STAT1, STAT3 and STAT5"
"765","P21583","KITLG/SCF and KIT promote activation of PLCG1, leading to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate"
"766","P21583","KITLG/SCF acts synergistically with other cytokines, probably interleukins."
"767","P21802","Tyrosine-protein kinase that acts as cell-surface receptor for fibroblast growth factors and plays an essential role in the regulation of cell proliferation, differentiation, migration and apoptosis, and in the regulation of embryonic development"
"768","P21802","Required for normal embryonic patterning, trophoblast function, limb bud development, lung morphogenesis, osteogenesis and skin development"
"769","P21802","Plays an essential role in the regulation of osteoblast differentiation, proliferation and apoptosis, and is required for normal skeleton development"
"770","P21802","Promotes cell proliferation in keratinocytes and immature osteoblasts, but promotes apoptosis in differentiated osteoblasts"
"771","P21802","Phosphorylates PLCG1, FRS2 and PAK4"
"772","P21802","Ligand binding leads to the activation of several signaling cascades"
"773","P21802","Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate"
"774","P21802","Phosphorylation of FRS2 triggers recruitment of GRB2, GAB1, PIK3R1 and SOS1, and mediates activation of RAS, MAPK1/ERK2, MAPK3/ERK1 and the MAP kinase signaling pathway, as well as of the AKT1 signaling pathway"
"775","P21802","FGFR2 signaling is down-regulated by ubiquitination, internalization and degradation"
"776","P21802","Mutations that lead to constitutive kinase activation or impair normal FGFR2 maturation, internalization and degradation lead to aberrant signaling"
"777","P21802","Over-expressed FGFR2 promotes activation of STAT1"
"778","P22105","Appears to mediate interactions between cells and the extracellular matrix"
"779","P22105","Substrate-adhesion molecule that appears to inhibit cell migration"
"780","P22105","Accelerates collagen fibril formation"
"781","P22105","May play a role in supporting the growth of epithelial tumors"
"782","P22301","Major immune regulatory cytokine that acts on many cells of the immune system where it has profound anti-inflammatory functions, limiting excessive tissue disruption caused by inflammation"
"783","P22301","Mechanistically, IL10 binds to its heterotetrameric receptor comprising IL10RA and IL10RB leading to JAK1 and STAT2-mediated phosphorylation of STAT3 "
"784","P22301","In turn, STAT3 translocates to the nucleus where it drives expression of anti-inflammatory mediators "
"785","P22301","Targets antigen-presenting cells (APCs) such as macrophages and monocytes and inhibits their release of pro-inflammatory cytokines including granulocyte-macrophage colony-stimulating factor /GM-CSF, granulocyte colony-stimulating factor/G-CSF, IL-1 alpha, IL-1 beta, IL-6, IL-8 and TNF-alpha "
"786","P22301","Interferes also with antigen presentation by reducing the expression of MHC-class II and co-stimulatory molecules, thereby inhibiting their ability to induce T cell activation "
"787","P22301","In addition, controls the inflammatory response of macrophages by reprogramming essential metabolic pathways including mTOR signaling (By similarity)"
"788","P22748","Reversible hydration of carbon dioxide"
"789","P22748","May stimulate the sodium/bicarbonate transporter activity of SLC4A4 that acts in pH homeostasis"
"790","P22748","It is essential for acid overload removal from the retina and retina epithelium, and acid release in the choriocapillaris in the choroid"
"791","P22749","Antimicrobial protein that kills intracellular pathogens"
"792","P22749","Active against a broad range of microbes, including Gram-positive and Gram-negative bacteria, fungi, and parasites"
"793","P22749","Kills Mycobacterium tuberculosis."
"794","P23141","Involved in the detoxification of xenobiotics and in the activation of ester and amide prodrugs"
"795","P23141","Hydrolyzes aromatic and aliphatic esters, but has no catalytic activity toward amides or a fatty acyl-CoA ester"
"796","P23141","Hydrolyzes the methyl ester group of cocaine to form benzoylecgonine"
"797","P23141","Catalyzes the transesterification of cocaine to form cocaethylene"
"798","P23141","Displays fatty acid ethyl ester synthase activity, catalyzing the ethyl esterification of oleic acid to ethyloleate"
"799","P23443","Serine/threonine-protein kinase that acts downstream of mTOR signaling in response to growth factors and nutrients to promote cell proliferation, cell growth and cell cycle progression"
"800","P23443","Regulates protein synthesis through phosphorylation of EIF4B, RPS6 and EEF2K, and contributes to cell survival by repressing the pro-apoptotic function of BAD"
"801","P23443","Under conditions of nutrient depletion, the inactive form associates with the EIF3 translation initiation complex"
