"","UniProt_ID","Biological_process","GO_ID"
"2514","P09601","response to hydrogen peroxide","GO:0042542"
"2515","P09601","response to nicotine","GO:0035094"
"2516","P09601","response to oxidative stress","GO:0006979"
"2517","P09601","small GTPase mediated signal transduction","GO:0007264"
"2518","P09601","smooth muscle hyperplasia","GO:0014806"
"2519","P09601","wound healing involved in inflammatory response","GO:0002246"
"2520","P09603","branching involved in mammary gland duct morphogenesis","GO:0060444"
"2521","P09603","cell differentiation","GO:0030154"
"2522","P09603","cell population proliferation","GO:0008283"
"2523","P09603","cellular protein metabolic process","GO:0044267"
"2524","P09603","cytokine-mediated signaling pathway","GO:0019221"
"2525","P09603","developmental process involved in reproduction","GO:0003006"
"2526","P09603","hemopoiesis","GO:0030097"
"2527","P09603","homeostasis of number of cells within a tissue","GO:0048873"
"2528","P09603","inflammatory response","GO:0006954"
"2529","P09603","innate immune response","GO:0045087"
"2530","P09603","macrophage colony-stimulating factor signaling pathway","GO:0038145"
"2531","P09603","macrophage differentiation","GO:0030225"
"2532","P09603","mammary duct terminal end bud growth","GO:0060763"
"2533","P09603","mammary gland fat development","GO:0060611"
"2534","P09603","microglial cell proliferation","GO:0061518"
"2535","P09603","monocyte activation","GO:0042117"
"2536","P09603","negative regulation of neuron death","GO:1901215"
"2537","P09603","osteoclast differentiation","GO:0030316"
"2538","P09603","osteoclast proliferation","GO:0002158"
"2539","P09603","positive regulation of cell-matrix adhesion","GO:0001954"
"2540","P09603","positive regulation of cell migration","GO:0030335"
"2541","P09603","positive regulation of cell population proliferation","GO:0008284"
"2542","P09603","positive regulation of cellular protein metabolic process","GO:0032270"
"2543","P09603","positive regulation of gene expression","GO:0010628"
"2544","P09603","positive regulation of macrophage chemotaxis","GO:0010759"
"2545","P09603","positive regulation of macrophage colony-stimulating factor signaling pathway","GO:1902228"
"2546","P09603","positive regulation of macrophage derived foam cell differentiation","GO:0010744"
"2547","P09603","positive regulation of macrophage differentiation","GO:0045651"
"2548","P09603","positive regulation of microglial cell migration","GO:1904141"
"2549","P09603","positive regulation of monocyte differentiation","GO:0045657"
"2550","P09603","positive regulation of mononuclear cell proliferation","GO:0032946"
"2551","P09603","positive regulation of multicellular organism growth","GO:0040018"
"2552","P09603","positive regulation of odontogenesis of dentin-containing tooth","GO:0042488"
"2553","P09603","positive regulation of osteoclast differentiation","GO:0045672"
"2554","P09603","positive regulation of protein kinase activity","GO:0045860"
"2555","P09603","positive regulation of Ras protein signal transduction","GO:0046579"
"2556","P09603","post-translational protein modification","GO:0043687"
"2557","P09603","regulation of macrophage derived foam cell differentiation","GO:0010743"
"2558","P09603","regulation of ossification","GO:0030278"
"2559","P09603","response to ischemia","GO:0002931"
"2560","P09603","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169"
"2561","P0DOY2","B cell receptor signaling pathway","GO:0050853"
"2562","P0DOY2","complement activation","GO:0006956"
"2563","P0DOY2","complement activation, classical pathway","GO:0006958"
"2564","P0DOY2","defense response to bacterium","GO:0042742"
"2565","P0DOY2","Fc-epsilon receptor signaling pathway","GO:0038095"
"2566","P0DOY2","Fc-gamma receptor signaling pathway involved in phagocytosis","GO:0038096"
"2567","P0DOY2","innate immune response","GO:0045087"
"2568","P0DOY2","leukocyte migration","GO:0050900"
"2569","P0DOY2","phagocytosis, engulfment","GO:0006911"
"2570","P0DOY2","phagocytosis, recognition","GO:0006910"
"2571","P0DOY2","positive regulation of B cell activation","GO:0050871"
"2572","P0DOY2","receptor-mediated endocytosis","GO:0006898"
"2573","P0DOY2","regulation of complement activation","GO:0030449"
"2574","P0DOY2","regulation of immune response","GO:0050776"
"2575","P10144","apoptotic process","GO:0006915"
"2576","P10144","cytolysis","GO:0019835"
"2577","P10144","granzyme-mediated apoptotic signaling pathway","GO:0008626"
"2578","P10144","natural killer cell mediated cytotoxicity","GO:0042267"
"2579","P10144","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","GO:1900740"
"2580","P10145","angiogenesis","GO:0001525"
"2581","P10145","antimicrobial humoral immune response mediated by antimicrobial peptide","GO:0061844"
"2582","P10145","calcium-mediated signaling","GO:0019722"
"2583","P10145","cell cycle arrest","GO:0007050"
"2584","P10145","cellular response to fibroblast growth factor stimulus","GO:0044344"
"2585","P10145","cellular response to interleukin-1","GO:0071347"
"2586","P10145","cellular response to lipopolysaccharide","GO:0071222"
"2587","P10145","cellular response to tumor necrosis factor","GO:0071356"
"2588","P10145","chemokine-mediated signaling pathway","GO:0070098"
"2589","P10145","chemotaxis","GO:0006935"
"2590","P10145","cytokine-mediated signaling pathway","GO:0019221"
"2591","P10145","embryonic digestive tract development","GO:0048566"
"2592","P10145","G protein-coupled receptor signaling pathway","GO:0007186"
"2593","P10145","immune response","GO:0006955"
"2594","P10145","induction of positive chemotaxis","GO:0050930"
"2595","P10145","inflammatory response","GO:0006954"
"2596","P10145","intracellular signal transduction","GO:0035556"
"2597","P10145","killing of cells of other organism","GO:0031640"
"2598","P10145","leukocyte chemotaxis","GO:0030595"
"2599","P10145","negative regulation of cell population proliferation","GO:0008285"
"2600","P10145","negative regulation of G protein-coupled receptor signaling pathway","GO:0045744"
"2601","P10145","neutrophil activation","GO:0042119"
"2602","P10145","neutrophil chemotaxis","GO:0030593"
"2603","P10145","PERK-mediated unfolded protein response","GO:0036499"
"2604","P10145","positive regulation of angiogenesis","GO:0045766"
"2605","P10145","positive regulation of neutrophil chemotaxis","GO:0090023"
"2606","P10145","receptor internalization","GO:0031623"
"2607","P10145","regulation of cell adhesion","GO:0030155"
"2608","P10145","regulation of entry of bacterium into host cell","GO:2000535"
"2609","P10145","regulation of single stranded viral RNA replication via double stranded DNA intermediate","GO:0045091"
"2610","P10145","response to endoplasmic reticulum stress","GO:0034976"
"2611","P10145","response to molecule of bacterial origin","GO:0002237"
"2612","P10145","signal transduction","GO:0007165"
"2613","P10147","astrocyte cell migration","GO:0043615"
"2614","P10147","calcium ion transport","GO:0006816"
"2615","P10147","calcium-mediated signaling","GO:0019722"
"2616","P10147","cell activation","GO:0001775"
"2617","P10147","cell-cell signaling","GO:0007267"
"2618","P10147","cellular calcium ion homeostasis","GO:0006874"
"2619","P10147","cellular response to interferon-gamma","GO:0071346"
"2620","P10147","cellular response to interleukin-1","GO:0071347"
"2621","P10147","cellular response to organic cyclic compound","GO:0071407"
"2622","P10147","cellular response to tumor necrosis factor","GO:0071356"
"2623","P10147","chemokine-mediated signaling pathway","GO:0070098"
"2624","P10147","chemotaxis","GO:0006935"
"2625","P10147","cytokine-mediated signaling pathway","GO:0019221"
"2626","P10147","cytoskeleton organization","GO:0007010"
"2627","P10147","eosinophil chemotaxis","GO:0048245"
"2628","P10147","eosinophil degranulation","GO:0043308"
"2629","P10147","exocytosis","GO:0006887"
"2630","P10147","G protein-coupled receptor signaling pathway","GO:0007186"
"2631","P10147","granulocyte chemotaxis","GO:0071621"
"2632","P10147","inflammatory response","GO:0006954"
"2633","P10147","lipopolysaccharide-mediated signaling pathway","GO:0031663"
"2634","P10147","lymphocyte chemotaxis","GO:0048247"
"2635","P10147","macrophage chemotaxis","GO:0048246"
"2636","P10147","MAPK cascade","GO:0000165"
"2637","P10147","monocyte chemotaxis","GO:0002548"
"2638","P10147","negative regulation by host of viral transcription","GO:0043922"
"2639","P10147","negative regulation of bone mineralization","GO:0030502"
"2640","P10147","negative regulation of gene expression","GO:0010629"
"2641","P10147","negative regulation of osteoclast differentiation","GO:0045671"
"2642","P10147","neutrophil chemotaxis","GO:0030593"
"2643","P10147","osteoblast differentiation","GO:0001649"
"2644","P10147","positive regulation of calcium ion import","GO:0090280"
"2645","P10147","positive regulation of calcium ion transport","GO:0051928"
"2646","P10147","positive regulation of calcium-mediated signaling","GO:0050850"
"2647","P10147","positive regulation of cell migration","GO:0030335"
"2648","P10147","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"2649","P10147","positive regulation of gene expression","GO:0010628"
"2650","P10147","positive regulation of GTPase activity","GO:0043547"
"2651","P10147","positive regulation of inflammatory response","GO:0050729"
"2652","P10147","positive regulation of interleukin-1 beta secretion","GO:0050718"
"2653","P10147","positive regulation of microglial cell activation","GO:1903980"
"2654","P10147","positive regulation of microglial cell migration","GO:1904141"
"2655","P10147","positive regulation of natural killer cell chemotaxis","GO:2000503"
"2656","P10147","positive regulation of neuron apoptotic process","GO:0043525"
"2657","P10147","positive regulation of protein kinase B signaling","GO:0051897"
"2658","P10147","positive regulation of tumor necrosis factor production","GO:0032760"
"2659","P10147","protein kinase B signaling","GO:0043491"
"2660","P10147","regulation of behavior","GO:0050795"
"2661","P10147","regulation of cell shape","GO:0008360"
"2662","P10147","regulation of sensory perception of pain","GO:0051930"
"2663","P10147","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","GO:0014808"
"2664","P10147","response to cholesterol","GO:0070723"
"2665","P10147","response to toxic substance","GO:0009636"
"2666","P10147","signaling","GO:0023052"
"2667","P10147","T cell chemotaxis","GO:0010818"
"2668","P10451","androgen catabolic process","GO:0006710"
"2669","P10451","biomineral tissue development","GO:0031214"
"2670","P10451","cell adhesion","GO:0007155"
"2671","P10451","cellular protein metabolic process","GO:0044267"
"2672","P10451","cellular response to testosterone stimulus","GO:0071394"
"2673","P10451","decidualization","GO:0046697"
"2674","P10451","embryo implantation","GO:0007566"
"2675","P10451","extracellular matrix organization","GO:0030198"
"2676","P10451","inflammatory response","GO:0006954"
"2677","P10451","negative regulation of collateral sprouting of intact axon in response to injury","GO:0048685"
"2678","P10451","osteoblast differentiation","GO:0001649"
"2679","P10451","positive regulation of bone resorption","GO:0045780"
"2680","P10451","positive regulation of estradiol secretion","GO:2000866"
"2681","P10451","positive regulation of transcription, DNA-templated","GO:0045893"
"2682","P10451","post-translational protein modification","GO:0043687"
"2683","P10451","response to steroid hormone","GO:0048545"
"2684","P10451","response to vitamin D","GO:0033280"
"2685","P10646","blood coagulation","GO:0007596"
"2686","P10646","blood coagulation, extrinsic pathway","GO:0007598"
"2687","P10646","cellular response to interleukin-1","GO:0071347"
"2688","P10646","cellular response to lipopolysaccharide","GO:0071222"
"2689","P10646","cellular response to steroid hormone stimulus","GO:0071383"
"2690","P10646","negative regulation of blood coagulation","GO:0030195"
"2691","P10646","response to estradiol","GO:0032355"
"2692","P10721","actin cytoskeleton reorganization","GO:0031532"
"2693","P10721","activation of MAPK activity","GO:0000187"
"2694","P10721","B cell differentiation","GO:0030183"
